"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
146319,"publics - domaniales","dans PNR",NA,2,14
118286,"publics - domaniales","dans PNR",NA,1,15
37020,"publics - domaniales","dans PNR",NA,2,17
12385,"publics - domaniales","dans PNR",NA,2,14
331487,"publis - communales","hors PNR","facile",3,12
680843,"publics - domaniales","hors PNR","très facile",3,13
318027,"publics - domaniales","hors PNR","facile",3,10
444065,"publics - domaniales","hors PNR","facile",2,11
466889,"privé - psg","hors PNR","très facile",4,12
561323,"privé - sans psg","hors PNR","très facile",1,25
671681,"privé - sans psg","hors PNR","très facile",1,19
260044,"publics - domaniales","hors PNR",NA,1,6
542899,"publis - communales","hors PNR","difficile",2,7
654478,"publis - communales","hors PNR","difficile",2,21
460918,"publis - communales","hors PNR","difficile",1,2
249586,"publis - communales","hors PNR",NA,2,6
528510,"publis - communales","hors PNR","très facile",1,16
235199,"publis - communales","hors PNR",NA,2,10
461052,"publis - communales","hors PNR","difficile",2,11
543583,"publis - communales","hors PNR","facile",1,9
614549,"publis - communales","hors PNR","très facile",1,11
659556,"publis - communales","hors PNR","facile",3,23
510472,"publics - domaniales","hors PNR","très facile",3,21
433635,"publis - communales","hors PNR","difficile",6,23
582144,"publis - communales","hors PNR","difficile",1,14
665896,"publis - communales","hors PNR","très facile",3,18
229327,"publis - communales","hors PNR",NA,1,14
524010,"publics - domaniales","dans PNR","facile",3,19
677941,"publics - domaniales","hors PNR","difficile",1,19
510430,"publis - communales","hors PNR","difficile",3,16
540190,"publics - domaniales","hors PNR","facile",1,13
306992,"publics - domaniales","dans PNR","difficile",4,12
414557,"publics - domaniales","dans PNR","difficile",1,9
300912,"publis - communales","hors PNR","facile",1,8
446080,"publis - communales","hors PNR","difficile",6,22
248801,"publics - domaniales","hors PNR",NA,2,20
277492,"publis - communales","hors PNR",NA,1,11
435902,"publis - communales","hors PNR","facile",8,28
630021,"publics - domaniales","dans PNR","difficile",2,8
539313,"publics - domaniales","hors PNR","difficile",3,25
501041,"privé - psg","hors PNR","facile",2,11
251218,"publics - domaniales","dans PNR",NA,1,8
404318,"publics - domaniales","dans PNR","difficile",2,12
377388,"publis - communales","dans PNR","facile",4,7
440929,"publis - communales","hors PNR","très facile",4,22
658176,"publics - domaniales","dans PNR","très facile",1,10
660919,"privé - psg","dans PNR","très facile",1,8
632661,"publis - communales","hors PNR","difficile",8,22
533085,"publis - communales","hors PNR","moyenne",6,20
327032,"publics - domaniales","dans PNR","facile",1,7
243561,"publics - domaniales","dans PNR",NA,3,12
304838,"publis - communales","dans PNR","facile",1,8
425127,"publis - communales","hors PNR","facile",1,12
248568,"publis - communales","hors PNR",NA,3,12
534278,"publics - domaniales","dans PNR","très facile",5,6
652722,"publis - communales","dans PNR","difficile",1,8
540727,"privé - psg","hors PNR","difficile",1,10
379237,"privé - psg","hors PNR","facile",1,11
226945,"publis - communales","hors PNR",NA,1,4
315787,"privé - sans psg","hors PNR","moyenne",2,6
209950,"publis - communales","hors PNR",NA,2,11
514754,"publis - communales","hors PNR","moyenne",1,16
643100,"privé - psg","hors PNR","difficile",2,17
341402,"publics - domaniales","dans PNR","difficile",2,12
270876,"publics - domaniales","dans PNR",NA,5,13
405884,"privé - psg","hors PNR","difficile",2,10
336072,"publics - domaniales","hors PNR","difficile",2,11
446718,"publis - communales","dans PNR","facile",1,7
673522,"publis - communales","dans PNR","très facile",6,17
639589,"privé - psg","dans PNR","difficile",1,18
504177,"publis - communales","dans PNR","facile",4,21
415388,"privé - psg","dans PNR","difficile",2,13
514744,"privé - psg","dans PNR","difficile",3,8
557255,"privé - psg","dans PNR","moyenne",1,4
236120,"publis - communales","dans PNR",NA,1,4
478832,"privé - psg","dans PNR","difficile",1,8
464872,"publis - communales","dans PNR","très facile",1,12
209715,"publis - communales","dans PNR",NA,5,13
420047,"publis - communales","dans PNR","très facile",3,11
310407,"publis - communales","dans PNR","difficile",1,9
619264,"privé - sans psg","dans PNR","difficile",9,23
35455,"publics - domaniales","hors PNR",NA,1,1
145853,"publis - communales","hors PNR",NA,5,13
43678,"publis - communales","hors PNR",NA,1,13
20076,"publics - domaniales","hors PNR",NA,6,14
49636,"publis - communales","hors PNR",NA,3,10
28458,"publis - communales","hors PNR",NA,2,12
134630,"publis - communales","hors PNR",NA,1,11
118905,"privé - sans psg","hors PNR",NA,3,8
103776,"publis - communales","hors PNR",NA,1,9
580,"publics - domaniales","hors PNR",NA,1,9
150961,"publis - communales","hors PNR",NA,6,13
109714,"privé - sans psg","hors PNR",NA,1,14
110117,"privé - psg","dans PNR",NA,8,11
25508,"privé - psg","dans PNR",NA,4,18
137825,"publis - communales","hors PNR",NA,1,7
18226,"publics - domaniales","hors PNR",NA,1,21
140221,"publics - domaniales","hors PNR",NA,2,19
41318,"privé - psg","hors PNR",NA,6,6
140558,"publis - communales","hors PNR",NA,1,17
41481,"publis - communales","hors PNR",NA,2,14
108691,"publis - communales","hors PNR",NA,5,19
138037,"publics - domaniales","dans PNR",NA,2,11
51483,"publics - domaniales","dans PNR",NA,4,13
19360,"publics - domaniales","dans PNR",NA,3,10
29404,"publis - communales","hors PNR",NA,1,10
114276,"publis - communales","hors PNR",NA,2,2
54226,"privé - sans psg","dans PNR",NA,1,5
14611,"publics - domaniales","hors PNR",NA,2,11
116635,"privé - psg","hors PNR",NA,5,19
150723,"publics - domaniales","dans PNR",NA,4,11
54624,"publis - communales","hors PNR",NA,2,16
150871,"privé - psg","hors PNR",NA,4,11
51128,"publis - communales","hors PNR",NA,1,15
126100,"publics - domaniales","dans PNR",NA,2,14
111199,"publics - domaniales","dans PNR",NA,3,17
24355,"privé - psg","dans PNR",NA,3,13
7899,"publics - domaniales","dans PNR",NA,4,8
139346,"publis - communales","dans PNR",NA,1,10
123035,"publics - domaniales","dans PNR",NA,3,21
32917,"publis - communales","dans PNR",NA,3,20
142629,"privé - psg","dans PNR",NA,2,7
12716,"publics - domaniales","dans PNR",NA,3,15
144247,"publis - communales","dans PNR",NA,7,14
44982,"publis - communales","dans PNR",NA,10,21
279232,"publics - domaniales","hors PNR",NA,7,20
438245,"publics - domaniales","hors PNR","difficile",4,22
638219,"publics - domaniales","hors PNR","très facile",1,4
222239,"publics - domaniales","hors PNR",NA,7,8
533853,"publis - communales","hors PNR","facile",8,16
47371,"publis - communales","hors PNR",NA,6,15
608174,"privé - sans psg","dans PNR","très facile",3,3
465014,"publis - communales","dans PNR","difficile",1,12
421531,"publis - communales","dans PNR","difficile",1,11
101430,"publis - communales","dans PNR",NA,5,17
273157,"publis - communales","dans PNR",NA,1,5
574449,"publis - communales","dans PNR","difficile",2,13
449381,"publics - domaniales","dans PNR","difficile",2,21
315340,"publis - communales","dans PNR","difficile",3,12
500865,"publis - communales","dans PNR","difficile",1,27
436333,"publis - communales","dans PNR","difficile",5,24
411910,"publis - communales","dans PNR","difficile",1,19
401941,"publis - communales","dans PNR","difficile",5,28
358930,"publics - domaniales","dans PNR","difficile",5,19
638117,"publis - communales","dans PNR","facile",15,24
226335,"publis - communales","dans PNR",NA,6,19
217996,"publis - communales","dans PNR",NA,2,8
340088,"publis - communales","dans PNR","difficile",1,13
660444,"publics - domaniales","dans PNR","très facile",2,8
248745,"publis - communales","dans PNR",NA,4,14
480200,"privé - sans psg","dans PNR","difficile",5,20
339531,"publis - communales","dans PNR","facile",3,10
217900,"publics - domaniales","dans PNR",NA,4,6
306363,"publis - communales","hors PNR","difficile",1,18
271491,"publis - communales","dans PNR",NA,1,11
527431,"publis - communales","dans PNR","difficile",4,13
648050,"publis - communales","dans PNR","très facile",1,21
274894,"publis - communales","dans PNR",NA,1,10
456198,"publis - communales","dans PNR","difficile",1,13
254397,"publis - communales","dans PNR",NA,4,11
357501,"publis - communales","dans PNR","difficile",1,10
349016,"publis - communales","dans PNR","difficile",4,17
632544,"publics - domaniales","dans PNR","difficile",1,14
331695,"publis - communales","dans PNR","difficile",3,15
244648,"publics - domaniales","dans PNR",NA,7,19
303709,"publis - communales","dans PNR","difficile",9,13
235171,"publis - communales","dans PNR",NA,4,11
632921,"publis - communales","dans PNR","très facile",4,17
577201,"publis - communales","dans PNR","facile",2,15
667596,"publis - communales","dans PNR","facile",1,10
205812,"privé - sans psg","dans PNR",NA,14,19
226604,"publics - domaniales","dans PNR",NA,5,16
362776,"publis - communales","dans PNR","difficile",1,11
675163,"publis - communales","dans PNR","difficile",4,15
252076,"publis - communales","dans PNR",NA,2,16
319498,"publics - domaniales","dans PNR","difficile",2,10
225972,"publis - communales","dans PNR",NA,3,12
563205,"publis - communales","hors PNR","difficile",4,26
675964,"publis - communales","dans PNR","difficile",8,15
237298,"publis - communales","dans PNR",NA,3,21
213687,"publis - communales","dans PNR",NA,2,13
544976,"publics - domaniales","dans PNR","facile",2,12
461109,"publis - communales","dans PNR","difficile",2,19
467612,"publis - communales","dans PNR","difficile",3,20
200164,"publis - communales","dans PNR",NA,4,15
114071,"publis - communales","dans PNR",NA,3,14
37956,"publis - communales","dans PNR",NA,1,13
129296,"privé - sans psg","dans PNR",NA,10,17
3510,"publis - communales","dans PNR",NA,1,13
47815,"publis - communales","dans PNR",NA,3,8
148690,"publis - communales","dans PNR",NA,2,24
12368,"publis - communales","dans PNR",NA,4,11
146658,"publis - communales","dans PNR",NA,1,16
120443,"publics - domaniales","dans PNR",NA,3,12
50773,"publis - communales","dans PNR",NA,2,13
111745,"privé - sans psg","dans PNR",NA,1,2
131424,"publis - communales","dans PNR",NA,7,21
41278,"publis - communales","dans PNR",NA,8,18
145863,"publis - communales","dans PNR",NA,2,12
34595,"publis - communales","dans PNR",NA,2,11
124957,"publis - communales","dans PNR",NA,1,9
19899,"publics - domaniales","dans PNR",NA,3,19
30984,"publis - communales","dans PNR",NA,1,20
42624,"publis - communales","hors PNR",NA,1,20
142026,"publis - communales","hors PNR",NA,1,12
142632,"publis - communales","dans PNR",NA,2,12
20335,"publis - communales","dans PNR",NA,7,18
44942,"publis - communales","dans PNR",NA,2,11
21148,"publis - communales","dans PNR",NA,3,16
139689,"publis - communales","dans PNR",NA,2,21
244713,"publis - communales","dans PNR",NA,3,9
634420,"publis - communales","dans PNR","difficile",3,16
257049,"privé - sans psg","dans PNR",NA,13,16
347128,"privé - sans psg","dans PNR","difficile",10,15
570443,"privé - sans psg","dans PNR","très facile",10,26
654458,"privé - sans psg","dans PNR","très facile",15,15
323258,"privé - sans psg","dans PNR","difficile",1,15
672386,"privé - sans psg","dans PNR","très facile",1,14
327554,"publis - communales","dans PNR","difficile",4,8
547071,"privé - sans psg","dans PNR","difficile",1,10
228257,"publics - domaniales","dans PNR",NA,2,8
372681,"publics - domaniales","dans PNR","difficile",4,22
529106,"publis - communales","dans PNR","difficile",1,9
17009,"privé - sans psg","dans PNR",NA,1,14
20155,"privé - sans psg","dans PNR",NA,9,10
137464,"privé - psg","dans PNR",NA,5,23
617102,"publis - communales","hors PNR","très facile",1,20
671465,"publics - domaniales","hors PNR","très facile",1,19
277326,"publis - communales","hors PNR",NA,1,14
453309,"publics - domaniales","hors PNR","difficile",2,16
340190,"publics - domaniales","hors PNR","facile",4,13
212027,"publics - domaniales","hors PNR",NA,5,13
443072,"publics - domaniales","hors PNR","difficile",1,14
225707,"publics - domaniales","hors PNR",NA,2,10
333760,"publis - communales","hors PNR","très facile",2,12
16199,"privé - sans psg","hors PNR",NA,2,6
48253,"privé - sans psg","hors PNR",NA,2,7
38131,"publics - domaniales","hors PNR",NA,1,17
21947,"publics - domaniales","hors PNR",NA,1,3
355655,"privé - sans psg","dans PNR","difficile",7,10
580417,"publics - domaniales","hors PNR","facile",1,10
215922,"publis - communales","hors PNR",NA,1,15
201096,"publics - domaniales","dans PNR",NA,1,16
444965,"publis - communales","dans PNR","difficile",1,13
300576,"publis - communales","dans PNR","difficile",1,6
266298,"publis - communales","hors PNR",NA,1,8
223543,"publis - communales","hors PNR",NA,2,8
358818,"publics - domaniales","hors PNR","difficile",1,6
236742,"privé - sans psg","dans PNR",NA,1,17
305323,"publis - communales","hors PNR","difficile",1,12
268706,"publis - communales","dans PNR",NA,2,13
518026,"privé - sans psg","hors PNR","difficile",1,17
472529,"publis - communales","hors PNR","très facile",3,16
426712,"publis - communales","hors PNR","facile",3,16
278879,"publis - communales","hors PNR",NA,2,12
503907,"publis - communales","hors PNR","facile",3,16
662081,"publics - domaniales","hors PNR","facile",1,15
582896,"privé - sans psg","hors PNR","très facile",1,14
268734,"privé - sans psg","hors PNR",NA,1,2
454958,"publics - domaniales","hors PNR","très facile",4,11
614196,"publis - communales","hors PNR","facile",1,5
600767,"publis - communales","hors PNR","facile",5,9
215515,"publis - communales","hors PNR",NA,1,13
435346,"privé - psg","hors PNR","facile",3,33
201930,"privé - sans psg","dans PNR",NA,3,18
441923,"publis - communales","dans PNR","facile",1,20
200985,"publics - domaniales","dans PNR",NA,7,19
543553,"privé - sans psg","dans PNR","facile",1,13
635361,"privé - sans psg","dans PNR","facile",29,29
571822,"privé - sans psg","dans PNR","facile",8,12
458278,"privé - sans psg","dans PNR","difficile",1,5
644451,"privé - sans psg","dans PNR","moyenne",11,11
430925,"publics - domaniales","hors PNR","difficile",3,19
355437,"privé - psg","hors PNR","facile",3,12
221574,"publis - communales","hors PNR",NA,1,15
248440,"privé - sans psg","dans PNR",NA,3,16
453166,"privé - sans psg","dans PNR","difficile",5,19
438609,"publics - domaniales","dans PNR","facile",1,19
219404,"publis - communales","dans PNR",NA,1,8
556742,"publis - communales","hors PNR","difficile",3,22
652671,"publics - domaniales","dans PNR","très facile",2,18
619651,"publis - communales","dans PNR","très facile",1,23
626905,"publics - domaniales","dans PNR","très facile",2,23
326896,"publics - domaniales","dans PNR","difficile",1,15
266937,"publis - communales","dans PNR",NA,3,17
304027,"publis - communales","dans PNR","moyenne",2,16
524810,"publis - communales","hors PNR","difficile",3,13
523971,"publics - domaniales","dans PNR","facile",3,15
