"idp","rich","ser_86","pro_psg","elev","tcar","esspre_fr"
1005236,15,"D12","publis - communales",454,6,"R"
1025542,28,"B62","privé - psg",134,10,"F"
1027810,16,"F30","privé - sans psg",118,10,"F"
1031009,18,"G42","privé - sans psg",634,9,"R"
1015728,39,"J22","privé - sans psg",157,1,"F"
1017940,11,"D11","publis - communales",410,9,"R"
1029407,24,"J10","privé - sans psg",415,4,"F"
1009570,7,"F21","privé - sans psg",45,5,"R"
1012813,43,"G30","privé - sans psg",646,6,"F"
1002551,26,"B82","privé - sans psg",116,0,"F"
1008301,17,"D12","privé - sans psg",316,8,"F"
1013904,16,"A13","privé - psg",93,10,"F"
1022201,9,"G21","privé - sans psg",867,0,"F"
1019487,63,"C20","publis - communales",408,2,"F"
1004254,28,"I12","privé - sans psg",1594,4,"R"
1005362,12,"F15","privé - sans psg",233,9,"F"
1029456,27,"A30","privé - sans psg",51,2,"F"
1022189,24,"C51","publics - domaniales",206,10,"F"
1014950,17,"E20","publis - communales",735,7,"F"
1028563,16,"C20","publis - communales",203,10,"F"
1023902,30,"H21","privé - sans psg",940,10,"F"
1024507,18,"G13","privé - sans psg",462,8,"F"
1025138,29,"J10","publis - communales",148,1,"F"
1007211,24,"J22","privé - sans psg",570,3,"F"
1016925,32,"C20","privé - psg",210,9,"F"
1002089,4,"G42","publis - communales",709,9,"R"
1015651,14,"B61","privé - sans psg",18,9,"F"
1023099,35,"C52","publis - communales",652,10,"F"
1024086,16,"C30","privé - sans psg",240,3,"F"
1026828,16,"J23","privé - sans psg",70,0,"F"
1000938,22,"F30","privé - sans psg",152,10,"F"
1022159,18,"B10","privé - psg",117,10,"F"
1005338,35,"G60","privé - sans psg",596,9,"R"
1028184,13,"F30","privé - sans psg",36,3,"F"
1017269,29,"B81","privé - sans psg",73,8,"F"
1022083,22,"B70","privé - sans psg",109,10,"F"
1029981,19,"C20","privé - psg",286,8,"R"
1019920,12,"C20","privé - sans psg",332,10,"F"
1001776,21,"C20","privé - sans psg",288,10,"F"
1003637,35,"E10","privé - sans psg",492,2,"R"
1012654,18,"J30","privé - psg",325,5,"F"
1002781,22,"B32","privé - psg",109,8,"F"
1008919,17,"I13","privé - sans psg",419,10,"F"
1003663,19,"C51","privé - sans psg",245,10,"F"
1003080,5,"A12","privé - psg",88,8,"R"
1014561,16,"G60","publis - communales",789,8,"R"
1014653,44,"H10","publics - domaniales",752,7,"R"
1009963,47,"K13","privé - sans psg",135,2,"F"
1025500,13,"A13","privé - psg",289,9,"F"
1015008,32,"F23","privé - sans psg",73,10,"F"
1004285,32,"I21","publis - communales",1415,8,"R"
1003278,25,"G12","privé - sans psg",245,10,"F"
1014358,17,"B10","privé - sans psg",69,10,"F"
1018462,25,"G30","privé - psg",1015,9,"F"
1029272,24,"F30","publis - communales",468,10,"R"
1026308,11,"F30","privé - sans psg",227,8,"F"
1015311,12,"A12","privé - sans psg",106,10,"F"
1029462,27,"C20","publics - domaniales",338,9,"F"
1019748,21,"G13","privé - sans psg",635,7,"F"
1000130,22,"C30","privé - sans psg",332,9,"R"
1028651,20,"C52","publis - communales",260,7,"F"
1003463,38,"C30","privé - sans psg",218,8,"R"
1020872,13,"G13","privé - sans psg",481,9,"F"
1024330,20,"A22","privé - psg",6,10,"F"
1025074,29,"B33","privé - sans psg",137,8,"F"
1025421,15,"A12","privé - sans psg",126,10,"F"
1016209,16,"C20","privé - psg",473,6,"F"
1002580,10,"D12","publics - domaniales",338,9,"F"
1011644,26,"J23","privé - sans psg",123,7,"F"
1016950,39,"C20","publis - communales",315,10,"F"
1014278,11,"G50","privé - sans psg",404,10,"R"
1024081,21,"J22","privé - sans psg",103,6,"R"
1000602,20,"H30","publis - communales",1210,9,"F"
1023024,15,"G42","privé - sans psg",426,8,"F"
1014715,19,"C51","privé - psg",188,2,"F"
1002022,36,"J22","privé - sans psg",190,8,"R"
1020514,8,"B10","publics - domaniales",169,7,"F"
1003655,49,"E20","publis - communales",1037,8,"R"
1024683,43,"C20","privé - sans psg",303,7,"R"
1025904,38,"H30","privé - sans psg",955,9,"R"
1021778,16,"G22","publis - communales",1224,10,"F"
1006842,23,"B41","privé - psg",82,9,"F"
1009262,17,"C30","publis - communales",245,9,"F"
1028872,23,"G70","privé - sans psg",672,6,"F"
1021791,6,"B31","privé - sans psg",5,7,"F"
1023261,38,"E10","publis - communales",586,8,"F"
1016660,13,"B33","privé - psg",168,10,"F"
1023666,34,"C20","privé - psg",273,6,"F"
1010860,7,"D11","publis - communales",533,9,"R"
1030497,19,"B91","privé - sans psg",170,9,"F"
1008699,13,"H41","publics - domaniales",2006,4,"R"
1024184,8,"F15","privé - sans psg",126,10,"F"
1001749,39,"J22","privé - sans psg",118,4,"R"
1016717,13,"B70","publics - domaniales",132,9,"R"
1029610,19,"B42","privé - sans psg",212,10,"F"
1020387,17,"B52","publis - communales",248,9,"F"
1016769,26,"G23","privé - sans psg",595,8,"F"
1019174,26,"G22","privé - sans psg",952,8,"R"
1006740,24,"I11","privé - sans psg",365,4,"F"
1008060,53,"G30","publis - communales",1109,9,"R"
1017672,24,"D11","publis - communales",422,10,"F"
1015602,37,"G90","privé - sans psg",351,1,"F"
1013884,4,"D11","publis - communales",829,9,"R"
1001418,24,"B70","privé - sans psg",97,10,"F"
1023954,13,"A11","privé - sans psg",263,9,"F"
1030282,15,"B70","privé - psg",103,7,"F"
1007258,15,"A22","publics - domaniales",87,9,"F"
1012244,18,"G42","privé - sans psg",541,8,"F"
1024896,33,"F30","privé - sans psg",195,7,"R"
1014214,22,"C11","publics - domaniales",409,8,"R"
1023970,13,"F30","privé - sans psg",307,0,"F"
1013604,16,"F23","privé - sans psg",125,9,"R"
1001131,34,"H30","privé - sans psg",995,4,"F"
1015553,39,"I21","publics - domaniales",1527,9,"R"
1007558,31,"J22","publis - communales",191,7,"R"
1025072,28,"F21","privé - sans psg",39,5,"F"
1023543,22,"B51","privé - sans psg",102,8,"F"
1026433,23,"G21","privé - sans psg",830,9,"F"
1021228,11,"G21","privé - psg",743,9,"R"
1024645,37,"F15","privé - sans psg",219,9,"F"
1029625,9,"B32","publics - domaniales",82,9,"F"
1007341,39,"C52","privé - sans psg",334,8,"F"
1024187,17,"C30","privé - sans psg",304,7,"F"
1025815,23,"F30","publis - communales",118,10,"F"
1011858,14,"H30","publics - domaniales",1072,4,"R"
1020899,27,"G41","privé - sans psg",484,6,"F"
1007308,17,"B44","privé - sans psg",125,8,"F"
1029766,14,"B61","privé - sans psg",102,0,"F"
1001885,28,"G13","privé - sans psg",341,10,"F"
1017191,58,"E20","publis - communales",1163,7,"R"
1011154,13,"B22","privé - sans psg",19,7,"F"
1029752,13,"F11","privé - sans psg",130,0,"F"
1023023,25,"B70","privé - psg",118,10,"F"
1016510,10,"D11","publis - communales",417,8,"F"
1010891,30,"G23","privé - sans psg",450,4,"F"
1000586,20,"B32","privé - psg",26,9,"F"
1030646,26,"I22","publics - domaniales",1997,9,"R"
1030339,30,"J22","privé - psg",10,6,"R"
1023742,35,"B23","privé - psg",126,9,"F"
1020698,34,"C20","privé - sans psg",208,8,"R"
1008761,29,"C30","privé - sans psg",264,7,"F"
1004243,8,"F21","privé - psg",97,4,"R"
1003893,31,"C20","privé - sans psg",217,10,"F"
1006984,41,"G41","privé - sans psg",530,9,"R"
1019085,17,"D12","publis - communales",436,8,"F"
1004042,12,"J23","privé - psg",169,8,"F"
1010274,24,"C41","publis - communales",171,9,"F"
1007707,64,"H10","privé - sans psg",1412,8,"R"
1027672,23,"F30","privé - sans psg",255,9,"F"
1024155,13,"F21","privé - psg",135,5,"R"
1018398,34,"C30","publis - communales",265,9,"F"
1025550,44,"C20","privé - sans psg",267,7,"F"
1008023,40,"G22","privé - sans psg",705,9,"F"
1004166,20,"J23","privé - sans psg",601,7,"R"
1030717,16,"B44","privé - sans psg",88,10,"F"
1007695,24,"I21","privé - sans psg",653,8,"F"
1009127,34,"B21","privé - sans psg",18,5,"F"
1023795,29,"G13","privé - sans psg",676,10,"F"
1004607,24,"B70","privé - psg",106,10,"F"
1010700,17,"C51","privé - sans psg",194,7,"F"
1010299,14,"G11","privé - sans psg",395,9,"F"
1031043,14,"B91","publics - domaniales",184,9,"F"
1015610,13,"B91","publics - domaniales",262,10,"F"
1025845,44,"B52","privé - sans psg",218,1,"F"
1008959,39,"J10","privé - psg",186,10,"F"
1016263,19,"F15","privé - sans psg",157,10,"F"
1009420,12,"F21","privé - psg",52,0,"F"
1014383,50,"G22","privé - sans psg",604,9,"F"
1010818,25,"G30","publics - domaniales",1183,9,"F"
1008422,15,"B52","privé - sans psg",215,10,"F"
1003409,44,"C20","publis - communales",435,10,"F"
1028110,41,"C20","publis - communales",422,8,"F"
1018252,19,"D11","privé - psg",386,7,"R"
1013219,34,"F51","privé - sans psg",2,9,"F"
1004991,27,"F40","privé - sans psg",218,4,"F"
1007960,20,"C20","privé - sans psg",314,7,"R"
1029269,30,"F12","privé - sans psg",62,10,"R"
1005475,56,"H42","privé - sans psg",1847,3,"F"
1006239,46,"H42","privé - sans psg",1624,7,"F"
1013207,9,"A13","privé - psg",286,10,"F"
1026265,14,"B70","privé - sans psg",110,9,"R"
1007110,11,"F23","privé - sans psg",35,1,"R"
1011611,9,"G11","privé - sans psg",333,9,"F"
1030642,9,"B61","privé - psg",33,10,"F"
1028531,21,"I21","privé - psg",776,10,"F"
1023960,40,"G22","privé - sans psg",1069,10,"F"
1021903,10,"F52","privé - sans psg",122,0,"F"
1027444,12,"D11","privé - psg",369,7,"R"
1003744,15,"B70","privé - psg",86,7,"F"
1002986,24,"B41","privé - sans psg",109,8,"F"
1006129,16,"H41","privé - sans psg",653,7,"R"
1013803,25,"F40","privé - sans psg",283,10,"F"
1016725,22,"J23","privé - psg",729,9,"R"
1016435,24,"B61","privé - psg",58,9,"R"
1015957,49,"E20","publis - communales",629,1,"F"
1022352,19,"F15","privé - sans psg",251,10,"F"
1008370,15,"B70","privé - psg",91,7,"F"
1000661,41,"C52","privé - sans psg",585,9,"F"
1002651,18,"A22","privé - psg",99,7,"F"
1025791,15,"B62","privé - sans psg",116,8,"F"
1013919,23,"F52","privé - psg",105,8,"F"
1000351,13,"H30","privé - sans psg",1437,7,"R"
1014556,8,"G70","privé - sans psg",446,10,"F"
1019939,26,"B70","publics - domaniales",142,9,"F"
1024728,19,"K12","publis - communales",1533,8,"F"
1021888,24,"F30","privé - sans psg",19,8,"F"
1017606,21,"B31","privé - psg",81,9,"F"
1018381,10,"G80","privé - sans psg",350,8,"F"
1012939,12,"D11","privé - sans psg",642,10,"R"
1029843,12,"A12","privé - sans psg",89,10,"R"
1030892,26,"G13","privé - sans psg",359,10,"F"
1028011,22,"H30","privé - sans psg",541,8,"F"
1022606,32,"C20","publis - communales",320,6,"F"
1014646,19,"F21","privé - psg",144,1,"F"
1019969,21,"E10","privé - sans psg",534,10,"R"
1019652,34,"F51","privé - sans psg",54,4,"F"
1001934,11,"A22","privé - psg",104,10,"F"
1008046,38,"C20","publis - communales",285,0,"F"
1025704,43,"G30","publis - communales",1307,10,"R"
1011843,23,"G80","privé - sans psg",649,8,"F"
1030002,44,"B42","publis - communales",234,9,"F"
1008494,14,"B41","privé - sans psg",50,6,"F"
1021041,25,"C30","privé - sans psg",205,10,"F"
1018745,11,"D11","publis - communales",670,9,"R"
1005392,24,"B62","privé - sans psg",104,9,"F"
1028910,14,"A13","privé - sans psg",206,10,"F"
1022739,16,"J10","privé - sans psg",249,7,"F"
1015878,15,"A13","privé - psg",225,8,"F"
1011934,12,"F21","privé - sans psg",52,0,"F"
1022802,40,"H42","publis - communales",1965,7,"R"
1002635,12,"B32","publics - domaniales",48,10,"F"
1006684,33,"D11","privé - sans psg",633,4,"F"
1013072,29,"J10","privé - sans psg",450,8,"F"
1025861,11,"B10","privé - sans psg",72,10,"F"
1008155,18,"J22","privé - sans psg",328,0,"F"
1016696,26,"J22","privé - sans psg",408,0,"F"
1004488,42,"C20","publics - domaniales",413,3,"F"
1019666,22,"B43","privé - sans psg",140,4,"F"
1027759,20,"G50","privé - sans psg",535,10,"F"
1003150,14,"C20","privé - sans psg",592,1,"F"
1028385,32,"H10","privé - sans psg",1661,6,"R"
1017966,11,"F21","privé - sans psg",38,5,"F"
1008260,43,"G13","privé - sans psg",490,10,"F"
1021185,11,"F21","privé - psg",59,4,"R"
1008213,11,"G50","privé - sans psg",534,10,"F"
1010124,19,"F21","privé - psg",10,5,"R"
1014684,20,"H30","privé - sans psg",569,2,"F"
1001298,16,"C20","privé - sans psg",396,10,"F"
1002168,14,"D11","publics - domaniales",733,0,"R"
1009593,18,"H42","publis - communales",2089,6,"R"
1019613,53,"E10","privé - sans psg",597,8,"F"
1022032,17,"B91","privé - sans psg",164,10,"F"
1016706,10,"F30","privé - sans psg",40,10,"F"
1024955,23,"B61","privé - psg",88,9,"F"
1008583,30,"G70","privé - sans psg",1188,6,"R"
1009764,24,"D12","privé - sans psg",487,10,"R"
1013729,18,"A11","privé - psg",204,8,"R"
1019062,32,"J21","privé - sans psg",373,8,"F"
1002371,15,"A13","publics - domaniales",247,7,"F"
1006580,18,"G13","privé - sans psg",598,9,"F"
1006160,25,"C20","privé - psg",229,7,"F"
1010483,21,"B91","privé - psg",154,3,"F"
1029023,25,"C20","publis - communales",301,9,"F"
1007581,24,"C20","privé - psg",227,5,"F"
1030738,10,"J23","privé - sans psg",280,0,"R"
1005515,24,"F30","privé - sans psg",233,10,"F"
1001810,16,"F22","publics - domaniales",30,6,"R"
1001620,22,"A12","privé - sans psg",54,10,"F"
1001760,22,"C20","privé - sans psg",208,9,"F"
1021803,16,"G11","privé - sans psg",483,10,"F"
1029525,12,"B82","privé - psg",131,10,"F"
1029214,12,"B61","publis - communales",99,9,"R"
1013645,35,"H10","publis - communales",886,7,"R"
1022859,23,"F23","privé - sans psg",75,7,"F"
1019284,20,"J22","privé - sans psg",202,10,"R"
1005249,22,"B41","privé - sans psg",76,1,"F"
1020558,9,"I13","publics - domaniales",718,7,"F"
1009787,21,"A11","privé - psg",207,10,"F"
1020739,27,"H30","privé - sans psg",623,2,"F"
1005442,13,"C51","privé - sans psg",290,10,"F"
1018517,14,"H42","publis - communales",2209,7,"R"
1004982,43,"C20","privé - psg",565,2,"F"
1027579,17,"B22","privé - sans psg",102,7,"F"
1012101,15,"G22","privé - sans psg",703,9,"F"
1018889,21,"B41","publics - domaniales",56,8,"F"
1002334,13,"C30","publis - communales",398,8,"R"
1007176,38,"D11","privé - sans psg",701,9,"F"
1009601,38,"H10","privé - sans psg",1488,0,"F"
1003221,9,"B10","publics - domaniales",106,8,"F"
1028096,26,"B31","privé - psg",217,10,"F"
1004441,9,"D11","privé - psg",379,9,"F"
1020567,11,"F22","privé - psg",26,5,"R"
1010587,44,"E10","publis - communales",664,8,"R"
1024062,22,"C41","publis - communales",129,8,"F"
1007072,33,"C52","privé - sans psg",600,6,"F"
1006445,22,"A12","privé - sans psg",91,9,"F"
1025993,25,"B70","privé - psg",206,9,"F"
1029095,20,"G50","privé - sans psg",300,8,"F"
1027061,28,"G50","privé - sans psg",518,9,"F"
1004929,20,"C51","privé - psg",206,8,"F"
1028340,16,"G13","privé - sans psg",624,9,"F"
1021184,21,"C20","privé - sans psg",363,10,"R"
1013674,23,"G50","privé - sans psg",801,10,"F"
1015212,20,"F14","privé - sans psg",79,10,"F"
1026112,38,"H21","privé - sans psg",760,9,"F"
1012010,16,"B62","privé - psg",105,10,"F"
1003905,6,"F21","privé - psg",151,7,"R"
1028545,32,"G13","privé - sans psg",558,9,"R"
1003069,28,"B42","privé - psg",208,9,"F"
1003493,19,"E20","publis - communales",717,10,"F"
1004665,11,"D12","publis - communales",420,8,"F"
1026081,17,"B32","privé - sans psg",163,10,"F"
1031236,15,"A12","privé - psg",250,9,"F"
1007027,23,"B52","publics - domaniales",172,10,"F"
1009301,40,"H41","privé - sans psg",507,10,"R"
1004449,17,"B10","privé - sans psg",13,9,"F"
1011489,15,"A11","privé - psg",231,10,"R"
1000854,36,"G21","publis - communales",840,10,"R"
1025776,35,"G60","privé - sans psg",973,5,"R"
1016226,31,"K12","publis - communales",1407,9,"F"
1001003,18,"C42","privé - sans psg",354,10,"F"
1027362,41,"J40","privé - sans psg",580,7,"F"
1017820,30,"C20","privé - sans psg",450,7,"R"
1016740,71,"H10","publis - communales",1194,9,"R"
1014247,21,"B52","privé - sans psg",271,9,"F"
1026066,24,"C11","privé - sans psg",167,10,"F"
1024691,13,"B70","privé - psg",162,10,"F"
1011832,18,"J40","privé - sans psg",220,10,"F"
1017505,50,"G22","privé - sans psg",880,9,"R"
1021174,26,"C30","publis - communales",264,3,"F"
1028137,48,"E20","privé - sans psg",1174,8,"R"
1016028,19,"B43","privé - sans psg",126,10,"R"
1030232,17,"B62","publis - communales",117,9,"R"
1025123,21,"G41","publis - communales",657,10,"R"
1005726,19,"B51","privé - sans psg",258,9,"F"
1000281,33,"I21","publis - communales",1078,10,"F"
1011313,26,"C52","privé - sans psg",328,9,"F"
1029044,18,"C20","publis - communales",287,8,"F"
1020038,32,"G30","privé - sans psg",565,9,"F"
1028197,29,"B70","privé - sans psg",99,8,"R"
1018397,8,"F21","privé - psg",122,3,"R"
1024004,23,"C42","privé - sans psg",414,9,"F"
1008245,21,"A30","privé - sans psg",30,2,"R"
1004667,21,"G41","privé - sans psg",370,3,"F"
1028568,9,"F21","publis - communales",35,2,"R"
1011182,9,"J10","privé - sans psg",552,7,"F"
1006087,24,"D11","publis - communales",415,7,"F"
1017361,28,"B21","publics - domaniales",33,9,"R"
1029634,13,"F30","privé - sans psg",124,8,"F"
1022974,28,"F12","privé - sans psg",112,10,"F"
1013963,9,"A12","privé - psg",82,10,"F"
1020839,17,"G13","privé - sans psg",787,1,"F"
1001517,51,"I12","publics - domaniales",1835,9,"R"
1020239,18,"B53","publics - domaniales",272,10,"F"
1006073,15,"B82","privé - sans psg",109,2,"F"
1006294,58,"G22","privé - sans psg",811,8,"R"
1006672,39,"B41","privé - sans psg",80,8,"F"
1014767,22,"J10","privé - sans psg",299,10,"F"
1007668,19,"H30","privé - sans psg",825,9,"R"
1004093,36,"C20","privé - sans psg",174,9,"F"
1024192,36,"G22","privé - sans psg",852,0,"F"
1009154,13,"G11","privé - sans psg",235,10,"F"
1005736,20,"D11","publics - domaniales",340,8,"R"
1014338,18,"H41","publis - communales",778,6,"R"
1005859,12,"C30","publis - communales",324,8,"F"
1028020,22,"J22","privé - sans psg",389,2,"F"
1010208,26,"I12","privé - sans psg",987,8,"F"
1023747,26,"I21","privé - psg",391,9,"F"
1022242,16,"C41","publis - communales",128,6,"F"
1028542,28,"C20","publis - communales",347,8,"F"
1020868,21,"C20","privé - sans psg",321,10,"F"
1015296,38,"G90","privé - sans psg",370,9,"R"
1001998,19,"B10","privé - sans psg",76,9,"F"
1023357,10,"F21","privé - psg",33,5,"R"
1016746,29,"C20","privé - sans psg",470,9,"F"
1025676,10,"C20","privé - sans psg",317,10,"F"
1007725,26,"C20","publis - communales",546,8,"F"
1011559,11,"B10","privé - psg",108,5,"F"
1022457,22,"C20","publis - communales",377,9,"R"
1007723,31,"B52","privé - psg",231,10,"R"
1014725,33,"B51","privé - sans psg",181,8,"F"
1027511,33,"C20","publis - communales",365,1,"F"
1025269,17,"B31","privé - sans psg",28,10,"F"
1007753,16,"G11","privé - sans psg",237,6,"F"
1011834,38,"B52","privé - psg",182,7,"F"
1015323,27,"G21","privé - sans psg",879,9,"F"
1026854,43,"H41","publis - communales",1243,9,"R"
1006189,18,"F30","privé - sans psg",247,2,"F"
1014161,17,"D12","publis - communales",409,8,"F"
1019924,29,"B51","publis - communales",133,1,"F"
1016997,10,"B70","privé - sans psg",172,10,"F"
1017346,17,"C20","publis - communales",214,10,"F"
1020328,42,"G22","privé - psg",634,8,"F"
1001560,21,"A21","privé - sans psg",39,9,"F"
1008140,42,"E10","publis - communales",448,0,"F"
1008209,14,"C51","publics - domaniales",258,10,"F"
1006537,5,"F21","privé - psg",122,5,"R"
1013906,13,"F21","privé - psg",54,1,"F"
1026315,24,"G90","privé - sans psg",471,2,"F"
1017864,41,"C20","publis - communales",447,8,"F"
1020635,15,"A13","publis - communales",12,10,"F"
1001368,17,"B92","privé - sans psg",484,10,"F"
1014459,26,"B82","privé - psg",124,10,"F"
1029727,39,"G41","privé - sans psg",473,3,"F"
1028762,45,"G22","privé - sans psg",513,9,"F"
1030101,35,"I21","publis - communales",887,10,"F"
1025787,16,"B10","privé - sans psg",182,8,"F"
1010953,35,"F30","privé - sans psg",524,10,"R"
1013041,38,"G23","privé - psg",318,8,"F"
1018913,37,"H41","privé - sans psg",1737,2,"R"
1009720,39,"C20","publis - communales",267,10,"F"
1002113,18,"B92","privé - psg",259,10,"F"
1006891,29,"J40","privé - sans psg",591,8,"F"
